w,na ,neff,re(neff),imag(neff),loss,SA(1/RIU),rg(um)
1.08,1.32,1.432147209014096-9.614787726552964E-6i,1.432147209,9.61E-06,4.96E+00,-10.08874613,0.4
1.1,1.32,1.43137236204747-1.030306339646053E-5i,1.431372362,1.03E-05,5.22E+00,-8.495062777,0.4
1.12,1.32,1.430595946870614-1.1068012593952282E-5i,1.430595947,1.11E-05,5.51E+00,-7.077112208,0.4
1.14,1.32,1.429817765880255-1.1911944498726491E-5i,1.429817766,1.19E-05,5.82E+00,-5.80802454,0.4
1.16,1.32,1.4290376476849087-1.2837674102683612E-5i,1.429037648,1.28E-05,6.17E+00,-4.666023821,0.4
1.18,1.32,1.4282554435727195-1.3848419407297451E-5i,1.428255444,1.38E-05,6.54E+00,-3.633291889,0.4
1.2,1.32,1.4274710244273023-1.4947724618250812E-5i,1.427471024,1.49E-05,6.94E+00,-2.695125287,0.4
1.22,1.32,1.426684278028766-1.613940095136413E-5i,1.426684278,1.61E-05,7.37E+00,-1.839299297,0.4
1.24,1.32,1.4258951066885441-1.7427479487277063E-5i,1.425895107,1.74E-05,7.83E+00,-1.055581297,0.4
1.26,1.32,1.4251034251754597-1.8816172311632706E-5i,1.425103425,1.88E-05,8.32E+00,-0.335353672,0.4
1.28,1.32,1.424309158897375-2.0309839350019194E-5i,1.424309159,2.03E-05,8.84E+00,0.328681624,0.4
1.3,1.32,1.4235122423082833-2.191295908425893E-5i,1.423512242,2.19E-05,9.39E+00,0.942736823,0.4
1.32,1.32,1.422712617515137-2.363010186584813E-5i,1.422712618,2.36E-05,9.97E+00,1.512124934,0.4
1.34,1.32,1.4219102330623241-2.546590490515564E-5i,1.421910233,2.55E-05,1.06E+01,2.041409869,0.4
1.36,1.32,1.421105042874672-2.74250482742832E-5i,1.421105043,2.74E-05,1.12E+01,2.534528125,0.4
1.38,1.32,1.4202970053423254-2.9512231444672324E-5i,1.420297005,2.95E-05,1.19E+01,2.994888057,0.4
1.4,1.32,1.4194860825328734-3.173215002044214E-5i,1.419486083,3.17E-05,1.26E+01,3.42545139,0.4
0.6,1.33,1.4519321505955134-1.433684699785747E-6i,1.451932151,1.43E-06,1.33E+00,9.342846881,0.4
0.62,1.33,1.4509098940769236-2.4209566392236245E-6i,1.450909894,2.42E-06,2.18E+00,19.58213263,0.4
0.64,1.33,1.4499300520608795-3.5408425689653824E-6i,1.449930052,3.54E-06,3.08E+00,-13.70537334,0.4
0.66,1.33,1.4489835020451654-3.7823734324320806E-6i,1.448983502,3.78E-06,3.19E+00,-12.05177602,0.4
0.68,1.33,1.4480647228203125-5.556853588080071E-6i,1.448064723,5.56E-06,4.55E+00,22.38065878,0.4
0.7,1.33,1.447168434026258-9.469521338597818E-6i,1.447168434,9.47E-06,7.54E+00,34.60089832,0.4
0.72,1.33,1.446288146941689-1.961741903525239E-5i,1.446288147,1.96E-05,1.52E+01,48.67291055,0.4
0.74,1.33,1.4454207163948516-5.165002009548793E-5i,1.445420716,5.17E-05,3.89E+01,64.36635897,0.4
0.76,1.33,1.4446245928095203-1.34313788430409E-4i,1.444624593,1.34E-04,9.85E+01,69.09729085,0.4
0.78,1.33,1.4438987646356123-8.861199894019525E-5i,1.443898765,8.86E-05,6.33E+01,-27.75129973,0.4
0.8,1.33,1.4430858040383938-4.201492990566672E-5i,1.443085804,4.20E-05,2.93E+01,-316.7016306,0.4
0.82,1.33,1.4422746191487745-2.484142128157743E-5i,1.442274619,2.48E-05,1.69E+01,-243.975151,0.4
0.84,1.33,1.4414740355031672-1.7371370845856783E-5i,1.441474036,1.74E-05,1.15E+01,-164.2037007,0.4
0.86,1.33,1.440681983877092-1.3581914896464018E-5i,1.440681984,1.36E-05,8.80E+00,-118.7276529,0.4
0.88,1.33,1.4398451124958624-7.459810779549132E-6i,1.439845112,7.46E-06,4.72E+00,-193.6996103,0.4
0.9,1.33,1.4390606184180914-7.6138699983378135E-6i,1.439060618,7.61E-06,4.71E+00,-132.0281083,0.4
0.92,1.33,1.4382785806434397-7.98877740105609E-6i,1.438278581,7.99E-06,4.84E+00,-89.93888239,0.4
0.94,1.33,1.4374981105471227-8.534015637540133E-6i,1.437498111,8.53E-06,5.06E+00,-59.96233912,0.4
0.96,1.33,1.4367912005686105-8.92920005015342E-6i,1.436791201,8.93E-06,5.18E+00,-42.44217726,0.4
0.98,1.33,1.4360196548794448-8.927387803743534E-6i,1.436019655,8.93E-06,5.08E+00,-36.37901393,0.4
1,1.33,1.4352486948572736-9.059066186604058E-6i,1.435248695,9.06E-06,5.05E+00,-31.41054843,0.4
1.02,1.33,1.4344778354133771-9.302127003570977E-6i,1.434477835,9.30E-06,5.08E+00,-27.26443157,0.4
1.04,1.33,1.4337066611253386-9.642654747413773E-6i,1.433706661,9.64E-06,5.17E+00,-23.75319846,0.4
1.06,1.33,1.43293481513632-1.0071956930775175E-5i,1.432934815,1.01E-05,5.29E+00,-20.74316113,0.4
1.08,1.33,1.432161990325596-1.0584799251201191E-5i,1.43216199,1.06E-05,5.46E+00,-18.13610784,0.4
1.1,1.33,1.431387922099764-1.117831509993445E-5i,1.431387922,1.12E-05,5.66E+00,-15.85806571,0.4
1.12,1.33,1.4306123823916388-1.1851308264432612E-5i,1.430612382,1.19E-05,5.90E+00,-13.85213444,0.4
1.14,1.33,1.429835174591855-1.2603793158363669E-5i,1.429835175,1.26E-05,6.16E+00,-12.07376011,0.4
1.16,1.33,1.4290561292219977-1.3436683034423271E-5i,1.429056129,1.34E-05,6.45E+00,-10.48752378,0.4
1.18,1.33,1.4282751002111904-1.4351572906434578E-5i,1.4282751,1.44E-05,6.78E+00,-9.06490055,0.4
1.2,1.33,1.4274919616730373-1.535058452421436E-5i,1.427491962,1.54E-05,7.13E+00,-7.782658443,0.4
1.22,1.33,1.4267066051037722-1.64362528395716E-5i,1.426706605,1.64E-05,7.51E+00,-6.621690377,0.4
1.24,1.33,1.4259189369393943-1.761144070126337E-5i,1.425918937,1.76E-05,7.91E+00,-5.566146041,0.4
1.26,1.33,1.4251288764218613-1.8879273036419422E-5i,1.425128876,1.89E-05,8.35E+00,-4.602776103,0.4
1.28,1.33,1.424336353733643-2.0243084640268822E-5i,1.424336354,2.02E-05,8.81E+00,-3.720429548,0.4
1.3,1.33,1.4235413083669373-2.1706377549995057E-5i,1.423541308,2.17E-05,9.30E+00,-2.909663444,0.4
1.32,1.33,1.422743687699335-2.3272785203695287E-5i,1.422743688,2.33E-05,9.82E+00,-2.162436475,0.4
1.34,1.33,1.421943445752032-2.4946041409123615E-5i,1.421943446,2.49E-05,1.04E+01,-1.471865819,0.4
1.36,1.33,1.421140542110141-2.6729952712489223E-5i,1.421140542,2.67E-05,1.10E+01,-0.832032487,0.4
1.38,1.33,1.420334940987495-2.8628373149847916E-5i,1.420334941,2.86E-05,1.16E+01,-0.237824166,0.4
1.4,1.33,1.4195266104205886-3.0645180646462885E-5i,1.41952661,3.06E-05,1.22E+01,0.315192605,0.4
0.6,1.34,1.451932422935599-1.2997377335311619E-6i,1.451932423,1.30E-06,1.21E+00,5.555166001,0.4
0.62,1.34,1.4509101738360954-1.946881699271812E-6i,1.450910174,1.95E-06,1.75E+00,17.10272247,0.4
0.64,1.34,1.4499296778072235-4.026128262444813E-6i,1.449929678,4.03E-06,3.51E+00,26.06275183,0.4
0.66,1.34,1.4489857586717652-4.238216606919641E-6i,1.448985759,4.24E-06,3.58E+00,-51.51699473,0.4
0.68,1.34,1.4480682623150183-4.313193147390195E-6i,1.448068262,4.31E-06,3.53E+00,-14.02343008,0.4
0.7,1.34,1.4471741346924814-6.192981889285894E-6i,1.447174135,6.19E-06,4.93E+00,23.53138073,0.4
0.72,1.34,1.4462990485708362-1.0069050215691129E-5i,1.446299049,1.01E-05,7.79E+00,36.84751273,0.4
0.74,1.34,1.4454368037352612-1.8404782753914622E-5i,1.445436804,1.84E-05,1.39E+01,44.9081732,0.4
0.76,1.34,1.444582043637683-4.1506599392215344E-5i,1.444582044,4.15E-05,3.04E+01,60.41353629,0.4
0.78,1.34,1.4437483756123743-1.1320298036600016E-4i,1.443748376,1.13E-04,8.09E+01,73.42690862,0.4
0.8,1.34,1.443067930511284-1.7507689802564167E-4i,1.443067931,1.75E-04,1.22E+02,61.82248763,0.4
0.82,1.34,1.4423147782974666-8.544831636679773E-5i,1.442314778,8.54E-05,5.81E+01,-102.1326,0.4
0.84,1.34,1.4415097941536765-4.5895804643996656E-5i,1.441509794,4.59E-05,3.04E+01,-396.4054,0.4
0.86,1.34,1.4407111231105203-2.9707403676524027E-5i,1.440711123,2.97E-05,1.92E+01,-282.7707711,0.4
0.88,1.34,1.4399209684211012-2.1909435188262278E-5i,1.439920968,2.19E-05,1.39E+01,-193.6425365,0.4
0.9,1.34,1.4391372642920774-1.7666318522898273E-5i,1.439137264,1.77E-05,1.09E+01,-142.0797059,0.4
0.92,1.34,1.438358220284644-1.5173794512417967E-5i,1.43835822,1.52E-05,9.19E+00,-110.1744424,0.4
0.94,1.34,1.4375824984315453-1.3651211034718582E-5i,1.437582498,1.37E-05,8.09E+00,-88.81425122,0.4
0.96,1.34,1.4368090790554946-1.2718946963685824E-5i,1.436809079,1.27E-05,7.38E+00,-73.57330082,0.4
0.98,1.34,1.4360371582765363-1.2175083456811199E-5i,1.436037158,1.22E-05,6.92E+00,-62.15330169,0.4
1,1.34,1.435266084804905-1.190456855830008E-5i,1.435266085,1.19E-05,6.63E+00,-53.26920857,0.4
1.02,1.34,1.4344953207114906-1.1838299054999966E-5i,1.434495321,1.18E-05,6.47E+00,-46.1538583,0.4
1.04,1.34,1.433724415871585-1.1933093666727046E-5i,1.433724416,1.19E-05,6.39E+00,-40.32302573,0.4
1.06,1.34,1.4329529903689762-1.2161199185690629E-5i,1.43295299,1.22E-05,6.39E+00,-35.45634921,0.4
1.08,1.34,1.4321807217436466-1.2504469857732038E-5i,1.432180722,1.25E-05,6.45E+00,-31.33326552,0.4
1.1,1.34,1.431407335338469-1.2950979653863624E-5i,1.431407335,1.30E-05,6.56E+00,-27.79669295,0.4
1.12,1.34,1.4306325967298577-1.349296741776159E-5i,1.430632597,1.35E-05,6.71E+00,-24.73148499,0.4
1.14,1.34,1.4298563056262026-1.4125544908776673E-5i,1.429856306,1.41E-05,6.90E+00,-22.05112694,0.4
1.16,1.34,1.42907829084371-1.4845858363395435E-5i,1.429078291,1.48E-05,7.13E+00,-19.68922711,0.4
1.18,1.34,1.4282984061019404-1.5652528717705812E-5i,1.428298406,1.57E-05,7.39E+00,-17.5939015,0.4
1.2,1.34,1.4275165264621714-1.6545268086727366E-5i,1.427516526,1.65E-05,7.68E+00,-15.72396248,0.4
1.22,1.34,1.4267325452828152-1.7524610612143283E-5i,1.426732545,1.75E-05,8.00E+00,-14.04626611,0.4
1.24,1.34,1.4259463715995409-1.8591719210692024E-5i,1.425946372,1.86E-05,8.35E+00,-12.53382361,0.4
1.26,1.34,1.4251579278602928-1.974824370408036E-5i,1.425157928,1.97E-05,8.73E+00,-11.16442922,0.4
1.28,1.34,1.424367147961141-2.0996214342629844E-5i,1.424367148,2.10E-05,9.14E+00,-9.919644812,0.4
1.3,1.34,1.423573975540113-2.2337960082476952E-5i,1.423573976,2.23E-05,9.57E+00,-8.784036136,0.4
1.32,1.34,1.4227783624944355-2.3776044399577545E-5i,1.422778362,2.38E-05,1.00E+01,-7.744589646,0.4
1.34,1.34,1.4219802676927833-2.5313213665858447E-5i,1.421980268,2.53E-05,1.05E+01,-6.790261359,0.4
1.36,1.34,1.421179655858886-2.6952354602794894E-5i,1.421179656,2.70E-05,1.10E+01,-5.911623582,0.4
1.38,1.34,1.4203764966065424-2.869645833963509E-5i,1.420376497,2.87E-05,1.16E+01,-5.10058531,0.4
1.4,1.34,1.4195707636089994-3.054858930341441E-5i,1.419570764,3.05E-05,1.22E+01,-4.350168736,0.4
0.6,1.35,1.4519326837584814-1.2275351448613272E-6i,1.451932684,1.23E-06,1.14E+00,1.569093186,0.4
0.62,1.35,1.4509106171224035-1.6139119254378642E-6i,1.450910617,1.61E-06,1.45E+00,11.60434373,0.4
0.64,1.35,1.449929439603548-2.976808445127387E-6i,1.44992944,2.98E-06,2.59E+00,28.01716302,0.4
0.66,1.35,1.448985561096773-6.421618432908523E-6i,1.448985561,6.42E-06,5.42E+00,24.40995676,0.4
0.68,1.35,1.4480717312982434-4.918050772731444E-6i,1.448071731,4.92E-06,4.03E+00,-90.85351054,0.4
0.7,1.35,1.4471789366628784-4.735687742650002E-6i,1.447178937,4.74E-06,3.77E+00,-21.71399857,0.4
0.72,1.35,1.4463058314722477-6.358855655522352E-6i,1.446305831,6.36E-06,4.92E+00,19.86825915,0.4
0.74,1.35,1.4454487195497145-1.0139531038136823E-5i,1.44544872,1.01E-05,7.63E+00,38.86089859,0.4
0.76,1.35,1.4446035502542731-1.6430994906372856E-5i,1.44460355,1.64E-05,1.20E+01,45.6655555,0.4
0.78,1.35,1.443763565096963-3.0081531417112977E-5i,1.443763565,3.01E-05,2.15E+01,51.85918805,0.4
0.8,1.35,1.4429251579731586-6.684000439877219E-5i,1.442925158,6.68E-05,4.66E+01,65.17597078,0.4
0.82,1.35,1.4421169558293012-1.7271890352389406E-4i,1.442116956,1.73E-04,1.17E+02,77.57707278,0.4
0.84,1.35,1.4415104240604313-2.278292526086266E-4i,1.441510424,2.28E-04,1.51E+02,66.38905907,0.4
0.86,1.35,1.4407695787213648-1.1371125812042905E-4i,1.440769579,1.14E-04,7.37E+01,-56.13647045,0.4
0.88,1.35,1.4399729722471142-6.433542121752646E-5i,1.439972972,6.43E-05,4.07E+01,-479.4565075,0.4
0.9,1.35,1.4391804265713473-4.276657191761395E-5i,1.439180427,4.28E-05,2.65E+01,-396.9141967,0.4
0.92,1.35,1.4383950646180437-3.1891438007065334E-5i,1.438395065,3.19E-05,1.93E+01,-269.8286746,0.4
0.94,1.35,1.437615107869116-2.5775431897689612E-5i,1.437615108,2.58E-05,1.53E+01,-195.7452585,0.4
0.96,1.35,1.4368388676536707-2.2076696074459472E-5i,1.436838868,2.21E-05,1.28E+01,-150.4264355,0.4
0.98,1.35,1.436065083150867-1.9742299808748352E-5i,1.436065083,1.97E-05,1.12E+01,-120.5932183,0.4
1,1.35,1.4352928156622098-1.8246038013259374E-5i,1.435292816,1.82E-05,1.02E+01,-99.67099395,0.4
1.02,1.35,1.4345213459480721-1.7302130825923287E-5i,1.434521346,1.73E-05,9.45E+00,-84.24007364,0.4
1.04,1.35,1.4337501070449368-1.67448780960297E-5i,1.433750107,1.67E-05,8.97E+00,-72.4002201,0.4
1.06,1.35,1.432978641965687-1.6473116436535936E-5i,1.432978642,1.65E-05,8.66E+00,-63.02809681,0.4
1.08,1.35,1.4322065763737313-1.6422528600330225E-5i,1.432206576,1.64E-05,8.47E+00,-55.42284118,0.4
1.1,1.35,1.4314336001686685-1.6550923702008476E-5i,1.4314336,1.66E-05,8.38E+00,-49.126511,0.4
1.12,1.35,1.4306594545124705-1.6829978629753356E-5i,1.430659455,1.68E-05,8.37E+00,-43.82783542,0.4
1.14,1.35,1.4298839223032211-1.724038674722105E-5i,1.429883922,1.72E-05,8.43E+00,-39.30794551,0.4
1.16,1.35,1.4291068209240638-1.776889313303905E-5i,1.429106821,1.78E-05,8.54E+00,-35.40838202,0.4
1.18,1.35,1.4283279965555533-1.8406419202437756E-5i,1.428327997,1.84E-05,8.69E+00,-32.0114833,0.4
1.2,1.35,1.427547319604213-1.9146839832473194E-5i,1.42754732,1.91E-05,8.89E+00,-29.0279404,0.4
1.22,1.35,1.4267646809565586-1.9986164053274856E-5i,1.426764681,2.00E-05,9.13E+00,-26.38865412,0.4
1.24,1.35,1.4259799888631202-2.0921972503023615E-5i,1.425979989,2.09E-05,9.40E+00,-24.03925919,0.4
1.26,1.35,1.4251931663167756-2.1953022394117358E-5i,1.425193166,2.20E-05,9.71E+00,-21.93635001,0.4
1.28,1.35,1.4244041488283-2.3078964229462955E-5i,1.424404149,2.31E-05,1.00E+01,-20.04482093,0.4
1.3,1.35,1.4236128825276888-2.4300134568108475E-5i,1.423612883,2.43E-05,1.04E+01,-18.33595376,0.4
1.32,1.35,1.4228193225372872-2.5617401472412422E-5i,1.422819323,2.56E-05,1.08E+01,-16.78601724,0.4
1.34,1.35,1.4220234315749776-2.7032047032021572E-5i,1.422023432,2.70E-05,1.12E+01,-15.37522418,0.4
1.36,1.35,1.4212251787544503-2.8545676353311972E-5i,1.421225179,2.85E-05,1.17E+01,-14.08694319,0.4
1.38,1.35,1.4204245385559853-3.0160145678210576E-5i,1.420424539,3.02E-05,1.22E+01,-12.90709442,0.4
1.4,1.35,1.4196214899459467-3.187750448463974E-5i,1.41962149,3.19E-05,1.27E+01,-11.82368065,0.4
0.6,1.36,1.4519328933683227-1.2082739745480955E-6i,1.451932893,1.21E-06,1.12E+00,2.530999559,0.4
0.62,1.36,1.450911082619675-1.4266280381452866E-6i,1.450911083,1.43E-06,1.28E+00,3.465062724,0.4
0.64,1.36,1.4499300813068656-2.1427911702316627E-6i,1.449930081,2.14E-06,1.87E+00,19.86129525,0.4
0.66,1.36,1.4489835479274027-4.854104150113911E-6i,1.448983548,4.85E-06,4.10E+00,39.45275362,0.4
0.68,1.36,1.4480724025067995-9.386272549725049E-6i,1.448072403,9.39E-06,7.69E+00,17.2411795,0.4
0.7,1.36,1.4471837749981276-5.763994911350488E-6i,1.447183775,5.76E-06,4.59E+00,-132.2594517,0.4
0.72,1.36,1.4463119892818093-5.095461734623172E-6i,1.446311989,5.10E-06,3.94E+00,-38.06729881,0.4
0.74,1.36,1.4454569523560077-6.199218164292911E-6i,1.445456952,6.20E-06,4.67E+00,10.65217794,0.4
0.76,1.36,1.4446151483861358-8.927689807952591E-6i,1.444615148,8.93E-06,6.55E+00,32.58064372,0.4
0.78,1.36,1.4437835119811495-1.4481493469690336E-5i,1.443783512,1.45E-05,1.03E+01,47.0600388,0.4
0.8,1.36,1.4429596253711163-2.327638266105801E-5i,1.442959625,2.33E-05,1.62E+01,53.6549917,0.4
0.82,1.36,1.4421360392494906-3.872863402977947E-5i,1.442136039,3.87E-05,2.63E+01,57.2565082,0.4
0.84,1.36,1.4413080897691564-7.657555552377599E-5i,1.44130809,7.66E-05,5.08E+01,64.35953712,0.4
0.86,1.36,1.4404878559998657-1.7754474493506366E-4i,1.440487856,1.78E-04,1.15E+02,75.5089811,0.4
0.88,1.36,1.4398653472028597-3.7279578487853997E-4i,1.439865347,3.73E-04,2.36E+02,81.47725557,0.4
0.9,1.36,1.439262433957912-2.1251316732078733E-4i,1.439262434,2.13E-04,1.32E+02,40.44000791,0.4
0.92,1.36,1.438479725724211-1.1794368250576877E-4i,1.438479726,1.18E-04,7.14E+01,-127.9608504,0.4
0.94,1.36,1.4376871812767789-7.62296176899033E-5i,1.437687181,7.62E-05,4.52E+01,-717.3326562,0.4
0.96,1.36,1.436900454464522-5.528588305745867E-5i,1.436900454,5.53E-05,3.21E+01,-477.9321924,0.4
0.98,1.36,1.4361192242668395-4.355017452386845E-5i,1.436119224,4.36E-05,2.48E+01,-328.9257424,0.4
1,1.36,1.4353417984216885-3.6432045457180554E-5i,1.435341798,3.64E-05,2.03E+01,-243.2552154,0.4
1.02,1.36,1.4345667730999316-3.1877458574929616E-5i,1.434566773,3.19E-05,1.74E+01,-189.5753266,0.4
1.04,1.36,1.433793111656966-2.8868206693160558E-5i,1.433793112,2.89E-05,1.55E+01,-153.5704175,0.4
1.06,1.36,1.433020048494378-2.6855808212071998E-5i,1.433020048,2.69E-05,1.41E+01,-128.0373427,0.4
1.08,1.36,1.4322470055591574-2.5524360544031166E-5i,1.432247006,2.55E-05,1.32E+01,-109.0974327,0.4
1.1,1.36,1.4314735359925856-2.4681815054393866E-5i,1.431473536,2.47E-05,1.25E+01,-94.53086997,0.4
1.12,1.36,1.4306992874285656-2.420619396475331E-5i,1.430699287,2.42E-05,1.20E+01,-82.99616365,0.4
1.14,1.36,1.4299239777424952-2.4017228576306853E-5i,1.429923978,2.40E-05,1.17E+01,-73.64310396,0.4
1.16,1.36,1.4291473785425304-2.4060570694189083E-5i,1.429147379,2.41E-05,1.16E+01,-65.91015644,0.4
1.18,1.36,1.4283693035448113-2.4298587012203352E-5i,1.428369304,2.43E-05,1.15E+01,-59.41296443,0.4
1.2,1.36,1.4275896001114101-2.470477308703089E-5i,1.4275896,2.47E-05,1.15E+01,-53.88016167,0.4
1.22,1.36,1.4268081429001385-2.5260243757841147E-5i,1.426808143,2.53E-05,1.15E+01,-49.11490744,0.4
1.24,1.36,1.4260248289701505-2.595145970091084E-5i,1.426024829,2.60E-05,1.17E+01,-44.97100026,0.4
1.26,1.36,1.4252395739231158-2.676871422377322E-5i,1.425239574,2.68E-05,1.18E+01,-41.33756727,0.4
1.28,1.36,1.42445230880353-2.7705101281215792E-5i,1.424452309,2.77E-05,1.21E+01,-38.12896924,0.4
1.3,1.36,1.4236629775713732-2.8755796006690855E-5i,1.423662978,2.88E-05,1.23E+01,-35.27797367,0.4
1.32,1.36,1.4228715350175543-2.9917542900171984E-5i,1.422871535,2.99E-05,1.26E+01,-32.73103138,0.4
1.34,1.36,1.4220779450299363-3.118828486467689E-5i,1.422077945,3.12E-05,1.30E+01,-30.44494015,0.4
1.36,1.36,1.4212821791427104-3.256688956366369E-5i,1.421282179,3.26E-05,1.33E+01,-28.38444352,0.4
1.38,1.36,1.4204842153189217-3.405294415691046E-5i,1.420484215,3.41E-05,1.37E+01,-26.52047262,0.4
1.4,1.36,1.419684036927837-3.564659881377529E-5i,1.419684037,3.56E-05,1.42E+01,-24.82883851,0.4
0.6,1.37,1.451933032380723-1.177692565576994E-6i,1.451933032,1.18E-06,1.09E+00,6.761395528,0.4
0.62,1.37,1.4509115336401934-1.3771944817841235E-6i,1.450911534,1.38E-06,1.24E+00,-9.14629091,0.4
0.64,1.37,1.4499308307861973-1.717205089295707E-6i,1.449930831,1.72E-06,1.50E+00,11.25702705,0.4
0.66,1.37,1.448984361336213-2.939026399449926E-6i,1.448984361,2.94E-06,2.48E+00,28.28454339,0.4
0.68,1.37,1.4480670526152735-7.767968451277494E-6i,1.448067053,7.77E-06,6.37E+00,49.03816863,0.4
0.7,1.37,1.447185435380484-1.3387422976086935E-5i,1.447185435,1.34E-05,1.07E+01,14.46472073,0.4
0.72,1.37,1.4463184485535896-7.03516637876434E-6i,1.446318449,7.04E-06,5.44E+00,-181.6161369,0.4
0.74,1.37,1.445464416654855-5.5388664145151535E-6i,1.445464417,5.54E-06,4.17E+00,-67.16911954,0.4
0.76,1.37,1.4446247977064752-6.018990999604016E-6i,1.444624798,6.02E-06,4.41E+00,-4.936216188,0.4
0.78,1.37,1.443796570049475-7.666497024320622E-6i,1.44379657,7.67E-06,5.48E+00,21.11208412,0.4
0.8,1.37,1.4429767547089893-1.078744147522532E-5i,1.442976755,1.08E-05,7.51E+00,36.34272945,0.4
0.82,1.37,1.4421625193315668-1.655397050898426E-5i,1.442162519,1.66E-05,1.12E+01,48.2818719,0.4
0.84,1.37,1.441351967461595-2.7291882440818778E-5i,1.441351967,2.73E-05,1.81E+01,58.40718059,0.4
0.86,1.37,1.440544095993694-4.3482517039524694E-5i,1.440544096,4.35E-05,2.82E+01,63.61846992,0.4
0.88,1.37,1.439729776007081-6.905201046334107E-5i,1.439729776,6.91E-05,4.37E+01,66.49074579,0.4
0.9,1.37,1.4389035789597184-1.2657282565153573E-4i,1.438903579,1.27E-04,7.84E+01,71.84811426,0.4
0.92,1.37,1.4380803282867032-2.68865421647686E-4i,1.438080328,2.69E-04,1.63E+02,78.62998451,0.4
0.94,1.37,1.437552713963742-6.230495590851772E-4i,1.437552714,6.23E-04,3.69E+02,85.13140571,0.4
0.96,1.37,1.4370383615491535-3.19514916066615E-4i,1.437038362,3.20E-04,1.85E+02,54.88858027,0.4
0.98,1.37,1.4362556471388013-1.8679790939963732E-4i,1.436255647,1.87E-04,1.06E+02,-27.61308087,0.4
1,1.37,1.4354602356758164-1.2505489611071266E-4i,1.435460236,1.25E-04,6.97E+01,-261.3296822,0.4
1.02,1.37,1.434669690632508-9.230925478809474E-5i,1.434669691,9.23E-05,5.04E+01,-899.9786756,0.4
1.04,1.37,1.4338845051156988-7.320123222947162E-5i,1.433884505,7.32E-05,3.92E+01,-530.1181167,0.4
1.06,1.37,1.43310314056699-6.12412714070265E-5i,1.433103141,6.12E-05,3.22E+01,-379.4976997,0.4
1.08,1.37,1.4323241647006222-5.337078261933161E-5i,1.432324165,5.34E-05,2.75E+01,-291.0474174,0.4
1.1,1.37,1.431546492449217-4.801374954862913E-5i,1.431546492,4.80E-05,2.43E+01,-233.2263514,0.4
1.12,1.37,1.4307693283867995-4.429640632026887E-5i,1.430769328,4.43E-05,2.20E+01,-193.0178688,0.4
1.14,1.37,1.4299920860343582-4.170426118576794E-5i,1.429992086,4.17E-05,2.04E+01,-163.7412218,0.4
1.16,1.37,1.4292143262753714-3.991893047992629E-5i,1.429214326,3.99E-05,1.92E+01,-141.6256503,0.4
1.18,1.37,1.4284357150169094-3.8735097871804676E-5i,1.428435715,3.87E-05,1.83E+01,-124.4099648,0.4
1.2,1.37,1.4276559945756904-3.8015744766010454E-5i,1.427655995,3.80E-05,1.77E+01,-110.6724484,0.4
1.22,1.37,1.4268749641394942-3.7666789099675144E-5i,1.426874964,3.77E-05,1.72E+01,-99.48277244,0.4
1.24,1.37,1.4260924661524392-3.762209071174682E-5i,1.426092466,3.76E-05,1.69E+01,-90.21074979,0.4
1.26,1.37,1.4253083766026615-3.783424947283224E-5i,1.425308377,3.78E-05,1.67E+01,-82.4164117,0.4
1.28,1.37,1.4245225979281932-3.826877082529486E-5i,1.424522598,3.83E-05,1.67E+01,-75.78432561,0.4
1.3,1.37,1.4237350537188604-3.890025815114894E-5i,1.423735054,3.89E-05,1.67E+01,-70.08297916,0.4
1.32,1.37,1.4229456846797772-3.9709863255089044E-5i,1.422945685,3.97E-05,1.68E+01,-65.13888422,0.4
1.34,1.37,1.4221544455025767-4.068353952559558E-5i,1.422154446,4.07E-05,1.69E+01,-60.81960672,0.4
1.36,1.37,1.4213613024053642-4.1810819937244614E-5i,1.421361302,4.18E-05,1.71E+01,-57.02236724,0.4
1.38,1.37,1.4205662311766487-4.308394588691089E-5i,1.420566231,4.31E-05,1.74E+01,-53.6662104,0.4
1.4,1.37,1.4197692156073387-4.449723526749003E-5i,1.419769216,4.45E-05,1.77E+01,-50.68651534,0.4
0.6,1.38,1.4519331651602683-1.0980641131163773E-6i,1.451933165,1.10E-06,1.02E+00,8.194065751,0.4
0.62,1.38,1.450911884105082-1.5031566954806618E-6i,1.450911884,1.50E-06,1.35E+00,-9.532913533,0.4
0.64,1.38,1.449931554995671-1.5238988479053754E-6i,1.449931555,1.52E-06,1.33E+00,-1.84481456,0.4
0.66,1.38,1.4489855432928844-2.1077362022474852E-6i,1.448985543,2.11E-06,1.78E+00,17.94195368,0.4
0.68,1.38,1.4480680398292423-3.95869898271663E-6i,1.44806804,3.96E-06,3.24E+00,35.42933109,0.4
0.7,1.38,1.44717504733675-1.145096962911156E-5i,1.447175047,1.15E-05,9.11E+00,56.27997434,0.4
0.72,1.38,1.446320282128667-1.9812163779730147E-5i,1.446320282,1.98E-05,1.53E+01,24.80540698,0.4
0.74,1.38,1.445473000263808-9.259274217531608E-6i,1.445473,9.26E-06,6.97E+00,-233.1325352,0.4
0.76,1.38,1.4446337412603631-6.316101407679534E-6i,1.444633741,6.32E-06,4.63E+00,-116.6839039,0.4
0.78,1.38,1.4438070357268915-6.0479397233047476E-6i,1.443807036,6.05E-06,4.32E+00,-30.30535191,0.4
0.8,1.38,1.4429902940868216-6.866990804871678E-6i,1.442990294,6.87E-06,4.78E+00,4.827069282,0.4
