w,na ,neff,re(neff),imag(neff),loss,SA(1/RIU),rg(um)
1.36,1.39,1.4215265869887523-1.0946942755406118E-4i,1.421526587,0.000109469,43.92922502,-437.801626,0.5
1.38,1.39,1.4207313222627171-1.0864666114712415E-4i,1.420731322,0.000108647,42.96718493,-431.1064028,0.5
1.4,1.39,1.419935327924688-1.087099380568501E-4i,1.419935328,0.00010871,42.37803503,-428.8142399,0.5
0.6,1.4,1.4519330637980652-7.905850878431848E-7i,1.451933064,7.91E-07,0.71911272,,0.5
0.62,1.4,1.4509115607557055-9.249052870160355E-7i,1.450911561,9.25E-07,0.814151403,,0.5
0.64,1.4,1.4499313148664528-1.3467757548427056E-6i,1.449931315,1.35E-06,1.148457474,,0.5
0.66,1.4,1.4489866946125745-2.8511003785481756E-6i,1.448986695,2.85E-06,2.357589427,,0.5
0.68,1.4,1.4480725926989255-2.2733966685601644E-6i,1.448072593,2.27E-06,1.824592602,,0.5
0.7,1.4,1.4471815649703261-2.151523759695386E-6i,1.447181565,2.15E-06,1.67744276,,0.5
0.72,1.4,1.4463110674889386-2.825166936521076E-6i,1.446311067,2.83E-06,2.141466188,,0.5
0.74,1.4,1.4454571714865851-4.579826674700589E-6i,1.445457171,4.58E-06,3.377667737,,0.5
0.76,1.4,1.4446284731687886-1.0253098683299017E-5i,1.444628473,1.03E-05,7.362768542,,0.5
0.78,1.4,1.4437886382959781-2.6473857482393388E-5i,1.443788638,2.65E-05,18.52346491,,0.5
0.8,1.4,1.4430010920285388-4.680558370153217E-5i,1.443001092,4.68E-05,31.93061487,,0.5
0.82,1.4,1.442216626831386-2.5638710321907936E-5i,1.442216627,2.56E-05,17.06404258,,0.5
0.84,1.4,1.441422496395543-1.145308095390108E-5i,1.441422496,1.15E-05,7.441194346,,0.5
0.86,1.4,1.4406279746360522-9.263984094017736E-6i,1.440627975,9.26E-06,5.87893898,,0.5
0.88,1.4,1.4398383316733776-8.78129593058901E-6i,1.439838332,8.78E-06,5.445973755,,0.5
0.9,1.4,1.4390520926543382-9.110375505295956E-6i,1.439052093,9.11E-06,5.524505005,,0.5
0.92,1.4,1.4382679963131244-9.987724881642344E-6i,1.438267996,9.99E-06,5.924863463,,0.5
0.94,1.4,1.4374849623531079-1.1358242447551407E-5i,1.437484962,1.14E-05,6.594515359,,0.5
0.96,1.4,1.4367020281880072-1.326248715409685E-5i,1.436702028,1.33E-05,7.539687506,,0.5
0.98,1.4,1.4359183058706149-1.5805848187112897E-5i,1.435918306,1.58E-05,8.802202056,,0.5
1,1.4,1.4351329512636644-1.91553265305405E-5i,1.435132951,1.92E-05,10.45416048,,0.5
1.02,1.4,1.434324285870958-3.245778658249483E-5i,1.434324286,3.25E-05,17.36674117,,0.5
1.04,1.4,1.4335285837045906-4.173052261948454E-5i,1.433528584,4.17E-05,21.89878841,,0.5
1.06,1.4,1.4327270385726771-5.43068048697229E-5i,1.432727039,5.43E-05,27.96069677,,0.5
1.08,1.4,1.4319181708577353-7.148196613651046E-5i,1.431918171,7.15E-05,36.12204564,,0.5
1.1,1.4,1.4311002622674365-9.511155400515961E-5i,1.431100262,9.51E-05,47.18893712,,0.5
1.12,1.4,1.430271281516369-1.2785627581092285E-4i,1.430271282,0.000127856,62.30223556,,0.5
1.14,1.4,1.4294287618271675-1.7352471530219114E-4i,1.429428762,0.000173525,83.07227273,,0.5
1.16,1.4,1.4285695242350454-2.375360405938814E-4i,1.428569524,0.000237536,111.7560715,,0.5
1.18,1.4,1.4276889251067528-3.27484426237115E-4i,1.427688925,0.000327484,151.4635904,,0.5
1.2,1.4,1.4267787346007628-4.534775180812821E-4i,1.426778735,0.000453478,206.2405784,,0.5
1.22,1.4,1.4258217850250239-6.26007352261844E-4i,1.425821785,0.000626007,280.0394437,,0.5
1.24,1.4,1.4247855025151894-8.419486705136458E-4i,1.424785503,0.000841949,370.5642625,,0.5
1.26,1.4,1.42620923977222-0.0010572309170252207i,1.42620924,0.001057231,457.9298068,,0.5
1.28,1.4,1.4224291542360725-0.0012232530043345521i,1.422429154,0.001223253,521.5619789,,0.5
1.3,1.4,1.4243623877310931-7.425766682313458E-4i,1.424362388,0.000742577,311.7436029,,0.5
1.32,1.4,1.4234899381426993-6.630680461713974E-4i,1.423489938,0.000663068,274.1471726,,0.5
1.34,1.4,1.422629606304045-6.15114033357047E-4i,1.422629606,0.000615114,250.5246361,,0.5
1.36,1.4,1.4217750983559712-5.887283614111023E-4i,1.421775098,0.000588728,236.2520865,,0.5
1.38,1.4,1.420922598974093-5.770293737454743E-4i,1.420922599,0.000577029,228.2014703,,0.5
1.4,1.4,1.420069570469388-5.748736326260094E-4i,1.42006957,0.000574874,224.1010838,,0.5
0.6,1.31,1.4519315726174915-1.2198278138697154E-6i,1.451931573,1.22E-06,1.132798705,8.713021766,0.6
0.62,1.31,1.4509095107986414-1.4931364933021081E-6i,1.450909511,1.49E-06,1.341878773,11.59576468,0.6
0.64,1.31,1.4499283608054905-1.9718305063654865E-6i,1.449928361,1.97E-06,1.716702619,13.94914087,0.6
0.66,1.31,1.448981298987852-3.0276173892068233E-6i,1.448981299,3.03E-06,2.556009819,20.01075162,0.6
0.68,1.31,1.4480621285738569-5.379979154324807E-6i,1.448062129,5.38E-06,4.408360909,28.09876445,0.6
0.7,1.31,1.447164617914368-1.1540734814516481E-5i,1.447164618,1.15E-05,9.186305501,39.04556164,0.6
0.72,1.31,1.4462841490608593-3.216990042715284E-5i,1.446284149,3.22E-05,24.89560488,52.39590163,0.6
0.74,1.31,1.445461491538162-8.781085090454897E-5i,1.445461492,8.78E-05,66.118338,51.47323318,0.6
0.76,1.31,1.444687564551894-5.3099197013649224E-5i,1.444687565,5.31E-05,38.92958945,-103.9574149,0.6
0.78,1.31,1.443861429594984-2.3962422559702034E-5i,1.44386143,2.40E-05,17.11754909,-208.0435202,0.6
0.8,1.31,1.4430435093436857-1.4076685226825802E-5i,1.443043509,1.41E-05,9.804283816,-107.0809356,0.6
0.82,1.31,1.4422370198976704-9.959967422812426E-6i,1.44223702,9.96E-06,6.767831353,-74.31072388,0.6
0.84,1.31,1.4414395036439378-7.94791088756271E-6i,1.441439504,7.95E-06,5.272045691,-54.91101587,0.6
0.86,1.31,1.4406489102132378-6.880071700764196E-6i,1.44064891,6.88E-06,4.457588512,-42.28874669,0.6
0.88,1.31,1.4398636659335757-6.308057739678037E-6i,1.439863666,6.31E-06,3.99409555,-33.43124894,0.6
0.9,1.31,1.4390825166919352-6.0309470625047384E-6i,1.439082517,6.03E-06,3.733777802,-26.87275168,0.6
0.92,1.31,1.4383044298936767-5.948631105010225E-6i,1.43830443,5.95E-06,3.602754529,-21.82713536,0.6
0.94,1.31,1.4375285372621502-6.007382104630809E-6i,1.437528537,6.01E-06,3.560925317,-17.83465995,0.6
0.96,1.31,1.436754099047122-6.176945603604983E-6i,1.436754099,6.18E-06,3.585155574,-14.60671396,0.6
0.98,1.31,1.4359804797079103-6.439901404736159E-6i,1.43598048,6.44E-06,3.661496346,-11.95161787,0.6
1,1.31,1.4352071301988867-6.786316863841166E-6i,1.43520713,6.79E-06,3.781286604,-9.736325913,0.6
1.02,1.31,1.4344335743620025-7.210881264546058E-6i,1.434433574,7.21E-06,3.939069425,-7.865255216,0.6
1.04,1.31,1.4336593980648358-7.711285704681192E-6i,1.433659398,7.71E-06,4.131415906,-6.267856745,0.6
1.06,1.31,1.4328842402897388-8.287264984233356E-6i,1.43288424,8.29E-06,4.356230213,-4.890928183,0.6
1.08,1.31,1.4321077856796016-8.940008742836264E-6i,1.432107786,8.94E-06,4.612322333,-3.693644337,0.6
1.1,1.31,1.431329758213795-9.671787189090164E-6i,1.431329758,9.67E-06,4.899136155,-2.644223003,0.6
1.12,1.31,1.4305499157874009-1.0485705984118927E-5i,1.430549916,1.05E-05,5.216570918,-1.717618314,0.6
1.14,1.31,1.4297680455290989-1.1385541197763094E-5i,1.429768046,1.14E-05,5.564860606,-0.89388395,0.6
1.16,1.31,1.4289839597338962-1.2375625140718396E-5i,1.42898396,1.24E-05,5.944490253,-0.156987068,0.6
1.18,1.31,1.4281974923149503-1.3460765151001184E-5i,1.428197492,1.35E-05,6.356136311,0.506066362,0.6
1.2,1.31,1.4274084956986512-1.464618401081855E-5i,1.427408496,1.46E-05,6.800623042,1.105886186,0.6
1.22,1.31,1.4266168381018605-1.5937474641086363E-5i,1.426616838,1.59E-05,7.278889702,1.651194296,0.6
1.24,1.31,1.425822401141317-1.734056417244687E-5i,1.425822401,1.73E-05,7.79196513,2.149204971,0.6
1.26,1.31,1.4250250777337992-1.8861684042786896E-5i,1.425025078,1.89E-05,8.340947409,2.605919292,0.6
1.28,1.31,1.4242247702524158-2.050734376932664E-5i,1.42422477,2.05E-05,8.926987044,3.026355051,0.6
1.3,1.31,1.4234213889098208-2.22843067033749E-5i,1.423421389,2.23E-05,9.551272533,3.414727769,0.6
1.32,1.31,1.4226148503435-2.4199566519839957E-5i,1.42261485,2.42E-05,10.21501757,3.774594263,0.6
1.34,1.31,1.4218050763818868-2.626032349788343E-5i,1.421805076,2.63E-05,10.91944929,4.108967338,0.6
1.36,1.31,1.4209919929729808-2.8473959866967532E-5i,1.420991993,2.85E-05,11.66579721,4.420408003,0.6
1.38,1.31,1.4201755292596179-3.0848013648711576E-5i,1.420175529,3.08E-05,12.45528245,4.711100096,0.6
1.4,1.31,1.419355616787544-3.3390150548886566E-5i,1.419355617,3.34E-05,13.28910717,4.982911047,0.6
0.6,1.32,1.451931727213718-1.1135439509352916E-6i,1.451931727,1.11E-06,1.034097707,7.155737961,0.6
0.62,1.32,1.4509097703432183-1.3199958992270202E-6i,1.45090977,1.32E-06,1.186277669,9.536247437,0.6
0.64,1.32,1.449928897189812-1.6967770913792577E-6i,1.449928897,1.70E-06,1.477237353,11.38930371,0.6
0.66,1.32,1.448982372899221-2.4217683933760236E-6i,1.448982373,2.42E-06,2.044533043,16.6931313,0.6
0.68,1.32,1.448064291834742-3.868271484485083E-6i,1.448064292,3.87E-06,3.169665961,23.57540474,0.6
0.7,1.32,1.4471690210789052-7.034590088550089E-6i,1.447169021,7.03E-06,5.599460924,32.3990849,0.6
0.72,1.32,1.446290691750828-1.5314191046294442E-5i,1.446290692,1.53E-05,11.85132824,43.80589201,0.6
0.74,1.32,1.4454261298821565-4.261176686503613E-5i,1.44542613,4.26E-05,32.08509171,56.9549221,0.6
0.76,1.32,1.4446311993645196-1.0829974957966776E-4i,1.444631199,0.0001083,79.39978429,54.92709715,0.6
0.78,1.32,1.4165139109433038-7.381468997310135E-5i,1.416513911,7.38E-05,52.7295008,-73.59826437,0.6
0.8,1.32,1.4430602695123462-2.915013147268265E-5i,1.44306027,2.92E-05,20.30280266,-190.2810056,0.6
0.82,1.32,1.4422500802931828-1.7361291313338356E-5i,1.44225008,1.74E-05,11.79705582,-128.005421,0.6
0.84,1.32,1.4414500828148777-1.2312189496239474E-5i,1.441450083,1.23E-05,8.166979538,-88.8174835,0.6
0.86,1.32,1.4406579796395083-9.789567794379184E-6i,1.44065798,9.79E-06,6.342646826,-65.70616442,0.6
0.88,1.32,1.4398718162696496-8.41692022561143E-6i,1.439871816,8.42E-06,5.329371576,-50.79637141,0.6
0.9,1.32,1.4390901159427454-7.651628490542395E-6i,1.439090116,7.65E-06,4.737146639,-40.4100829,0.6
0.92,1.32,1.4383117220482007-7.247046868325803E-6i,1.438311722,7.25E-06,4.389132636,-32.75878694,0.6
0.94,1.32,1.4375356952701515-7.078778275155835E-6i,1.437535695,7.08E-06,4.196004238,-26.89043355,0.6
0.96,1.32,1.4367612537005099-7.079194379466228E-6i,1.436761254,7.08E-06,4.108828994,-22.25394462,0.6
0.98,1.32,1.4359877360752595-7.2095738120778845E-6i,1.435987736,7.21E-06,4.099104398,-18.50711304,0.6
1,1.32,1.4352145774222507-7.447054791221768E-6i,1.435214577,7.45E-06,4.149444992,-15.42491453,0.6
1.02,1.32,1.4344412917626799-7.778035479354383E-6i,1.434441292,7.78E-06,4.248887288,-12.8524186,0.6
1.04,1.32,1.4336674591101057-8.194618045841356E-6i,1.433667459,8.19E-06,4.390367137,-10.67897206,0.6
1.06,1.32,1.4328927152720945-8.69258916293969E-6i,1.432892715,8.69E-06,4.569290304,-8.823202514,0.6
1.08,1.32,1.4321167435942204-9.270220869497956E-6i,1.432116744,9.27E-06,4.782685116,-7.22385242,0.6
1.1,1.32,1.431339268121397-9.927530810744356E-6i,1.431339268,9.93E-06,5.02868024,-5.833922847,0.6
1.12,1.32,1.4305600478377665-1.0665810390468771E-5i,1.430560048,1.07E-05,5.306171695,-4.61678639,0.6
1.14,1.32,1.4297788717553348-1.1487314723198691E-5i,1.429778872,1.15E-05,5.614604002,-3.543521988,0.6
1.16,1.32,1.4289955546883604-1.2395053271752512E-5i,1.428995555,1.24E-05,5.953822334,-2.591036835,0.6
1.18,1.32,1.4282099335935314-1.3392644746509752E-5i,1.428209934,1.34E-05,6.323970044,-1.740712119,0.6
1.2,1.32,1.4274218643847312-1.448421388507379E-5i,1.427421864,1.45E-05,6.725415891,-0.977407376,0.6
1.22,1.32,1.4266312191513089-1.5674315968945218E-5i,1.426631219,1.57E-05,7.158701091,-0.288716412,0.6
1.24,1.32,1.4258378837232306-1.696787990525195E-5i,1.425837884,1.70E-05,7.624499828,0.33559664,0.6
1.26,1.32,1.42504175553719-1.8370163779611694E-5i,1.425041756,1.84E-05,8.123589052,0.904029923,0.6
1.28,1.32,1.4242427417659411-1.9886718735277805E-5i,1.424242742,1.99E-05,8.65682472,1.423679267,0.6
1.3,1.32,1.4234407576794315-2.1523358294244236E-5i,1.423440758,2.15E-05,9.225122577,1.90050068,0.6
1.32,1.32,1.422635725211304-2.328613107025788E-5i,1.422635725,2.33E-05,9.829442101,2.339517545,0.6
1.34,1.32,1.4218275717083493-2.518129538243257E-5i,1.421827572,2.52E-05,10.47077269,2.744985414,0.6
1.36,1.32,1.421016228843727-2.7215294666172945E-5i,1.421016229,2.72E-05,11.15012138,3.120524028,0.6
1.38,1.32,1.4202016316774262-2.9394732847949328E-5i,1.420201632,2.94E-05,11.86850162,3.469223777,0.6
1.4,1.32,1.4193837178496367-3.1726349048535525E-5i,1.419383718,3.17E-05,12.62692279,3.793732094,0.6
0.6,1.33,1.451931867123527-1.0338616637280709E-6i,1.451931867,1.03E-06,0.960100385,7.234717224,0.6
0.62,1.33,1.4509100265936308-1.1941178241182282E-6i,1.450910027,1.19E-06,1.073151295,7.934034848,0.6
0.64,1.33,1.449929387167168-1.5035259951888878E-6i,1.449929387,1.50E-06,1.308990304,5.858129202,0.6
0.66,1.33,1.4489832991389373-2.017499415621074E-6i,1.448983299,2.02E-06,1.703236457,10.25409646,0.6
0.68,1.33,1.448066026437906-2.9563108256275842E-6i,1.448066026,2.96E-06,2.422404382,17.86661969,0.6
0.7,1.33,1.447172362715095-4.7554472734906516E-6i,1.447172363,4.76E-06,3.785286825,26.22187784,0.6
0.72,1.33,1.4462972078932799-8.605673054848826E-6i,1.446297208,8.61E-06,6.659748189,35.6405189,0.6
0.74,1.33,1.4454350600864643-1.834226824288117E-5i,1.44543506,1.83E-05,13.81105272,47.06515991,0.6
0.76,1.33,1.4445829348630916-4.881384091595279E-5i,1.444582935,4.88E-05,35.78778764,59.89451936,0.6
0.78,1.33,1.4437966425900854-1.2814102064091353E-4i,1.443796643,0.000128141,91.53749819,62.73164655,0.6
0.8,1.33,1.4430776167183885-8.461729477219138E-5i,1.443077617,8.46E-05,58.93517972,-55.88987585,0.6
0.82,1.33,1.4422723856035435-3.9584685351931225E-5i,1.442272386,3.96E-05,26.89792679,-234.37247,0.6
0.84,1.33,1.4414677316578766-2.3247566370683645E-5i,1.441467732,2.32E-05,15.42068524,-166.2934973,0.6
0.86,1.33,1.4406722464227788-1.622191730521856E-5i,1.440672246,1.62E-05,10.51015678,-114.1995385,0.6
0.88,1.33,1.4398839638643826-1.269241028477787E-5i,1.439883964,1.27E-05,8.036498956,-83.70029755,0.6
0.9,1.33,1.4391009395437158-1.0743657906869592E-5i,1.43910094,1.07E-05,6.651431523,-64.4509613,0.6
0.92,1.33,1.438321720897807-9.621091511621521E-6i,1.438321721,9.62E-06,5.826959246,-51.29874764,0.6
0.94,1.33,1.4375451991123498-8.982292443423532E-6i,1.437545199,8.98E-06,5.32432797,-41.75150005,0.6
0.96,1.33,1.436770493636138-8.654594375956946E-6i,1.436770494,8.65E-06,5.023205523,-34.50611226,0.6
0.98,1.33,1.4359968838751838-8.54385778744992E-6i,1.435996884,8.54E-06,4.857730283,-22.19312821,0.6
1,1.33,1.4352237680815298-8.59575662767393E-6i,1.435223768,8.60E-06,4.789493335,-24.25469818,0.6
1.02,1.33,1.4344506369886953-8.777701157754543E-6i,1.434450637,8.78E-06,4.794972068,-20.50905111,0.6
1.04,1.33,1.4336770557274037-9.069719017087991E-6i,1.433677056,9.07E-06,4.859213217,-17.39028328,0.6
1.06,1.33,1.4329026506660174-9.45955390846951E-6i,1.432902651,9.46E-06,4.972448041,-14.75996105,0.6
1.08,1.33,1.4321270993659785-9.939887944095253E-6i,1.432127099,9.94E-06,5.128179231,-12.5173553,0.6
1.1,1.33,1.4313501226266827-1.0506695298897783E-5i,1.431350123,1.05E-05,5.322049565,-10.58723003,0.6
1.12,1.33,1.430571478007554-1.1158228072906361E-5i,1.430571478,1.12E-05,5.551146308,-8.912176815,0.6
1.14,1.33,1.4297909544428082-1.1894370246215717E-5i,1.429790954,1.19E-05,5.81355873,-7.447612249,0.6
1.16,1.33,1.4290083676955343-1.2716213667794735E-5i,1.429008368,1.27E-05,6.108088064,-6.158400794,0.6
1.18,1.33,1.428223556476694-1.3625772136653007E-5i,1.428223556,1.36E-05,6.434052157,-5.016506955,0.6
1.2,1.33,1.4274363791041778-1.462578365999282E-5i,1.427436379,1.46E-05,6.791150602,-3.999321337,0.6
1.22,1.33,1.426646710609453-1.571957029162603E-5i,1.426646711,1.57E-05,7.179369436,-3.088441072,0.6
1.24,1.33,1.4258544402213111-1.6910936270464484E-5i,1.42585444,1.69E-05,7.598912263,-2.268764698,0.6
1.26,1.33,1.425059469171588-1.82040920021147E-5i,1.425059469,1.82E-05,8.050149376,-1.527809648,0.6
1.28,1.33,1.4242617087788847-1.960359564385199E-5i,1.424261709,1.96E-05,8.533579302,-0.855190499,0.6
1.3,1.33,1.4234610787745683-2.1114306723539035E-5i,1.423461079,2.11E-05,9.04979906,-0.242215333,0.6
1.32,1.33,1.422657505841615-2.2741347948284796E-5i,1.422657506,2.27E-05,9.599480579,0.318429813,0.6
1.34,1.33,1.4218509223417166-2.4490072497048503E-5i,1.421850922,2.45E-05,10.1833515,0.832929943,0.6
1.36,1.33,1.4210412652099063-2.636603485678287E-5i,1.421041265,2.64E-05,10.80217916,1.306539221,0.6
1.38,1.33,1.4202284749990421-2.8374963786894466E-5i,1.420228475,2.84E-05,11.45675674,1.743739807,0.6
1.4,1.33,1.419412495058947-3.0522736362485395E-5i,1.419412495,3.05E-05,12.14789116,2.148370081,0.6
0.6,1.34,1.451931998405203-9.590646958649775E-7i,1.451931998,9.59E-07,0.890639837,6.336881845,0.6
0.62,1.34,1.4509102570399264-1.0993760998323378E-6i,1.450910257,1.10E-06,0.988007097,6.724330021,0.6
0.64,1.34,1.4499297902603907-1.4154474998070668E-6i,1.44992979,1.42E-06,1.232307961,8.596273926,0.6
0.66,1.34,1.4489841260437055-1.8106230795046479E-6i,1.448984126,1.81E-06,1.528584948,-3.130240771,0.6
0.68,1.34,1.4480674982580366-2.428118013444074E-6i,1.448067498,2.43E-06,1.989602604,5.906032174,0.6
0.7,1.34,1.4471749673629275-3.5084796985711084E-6i,1.447174967,3.51E-06,2.792713538,16.15782562,0.6
0.72,1.34,1.4463019800747594-5.538566523397727E-6i,1.44630198,5.54E-06,4.286179377,27.07896595,0.6
0.74,1.34,1.4454439834332922-9.70945036373372E-6i,1.445443983,9.71E-06,7.310858673,37.29209461,0.6
0.76,1.34,1.444595926376147-1.9577025518832804E-5i,1.444595926,1.96E-05,14.35286424,48.48507696,0.6
0.78,1.34,1.443753759477957-4.7756048484720966E-5i,1.443753759,4.78E-05,34.11451836,60.83298372,0.6
0.8,1.34,1.4429504628027536-1.3190979576893213E-4i,1.442950463,0.00013191,91.87397849,69.45050136,0.6
0.82,1.34,1.442279522998296-1.3236029015764014E-4i,1.442279523,0.00013236,89.9392622,22.05260279,0.6
0.84,1.34,1.4414982487808485-6.190675752677316E-5i,1.441498249,6.19E-05,41.06428204,-238.8392117,0.6
0.86,1.34,1.4406975481583826-3.47472720098086E-5i,1.440697548,3.47E-05,22.51270732,-238.8370335,0.6
0.88,1.34,1.4399043361735182-2.3315995459236854E-5i,1.439904336,2.33E-05,14.76307249,-162.5721773,0.6
0.9,1.34,1.4391180688283849-1.7668048706810508E-5i,1.439118069,1.77E-05,10.93834308,-116.3496218,0.6
0.92,1.34,1.4383367705107273-1.4556590966741229E-5i,1.438336771,1.46E-05,8.816116364,-88.1413562,0.6
0.94,1.34,1.4375589107318565-1.2732534277785909E-5i,1.437558911,1.27E-05,7.547314765,-69.53864875,0.6
0.96,1.34,1.4367833545106055-1.1640958426720983E-5i,1.436783355,1.16E-05,6.75651846,-56.41843458,0.6
0.98,1.34,1.4359213042483374-1.0440007100390146E-5i,1.435921304,1.04E-05,5.935812592,-54.63783468,0.6
1,1.34,1.435235844990961-1.068063145384882E-5i,1.435235845,1.07E-05,5.951170488,-39.16487462,0.6
1.02,1.34,1.4344626316622713-1.0577924374264379E-5i,1.434462632,1.06E-05,5.77837534,-33.19703432,0.6
1.04,1.34,1.4336891187154492-1.0646968846428405E-5i,1.433689119,1.06E-05,5.70424416,-28.34910299,0.6
1.06,1.34,1.4329149084538146-1.0855780380692726E-5i,1.432914908,1.09E-05,5.706379435,-24.34020753,0.6
1.08,1.34,1.4321396625942797-1.1184099034019898E-5i,1.432139663,1.12E-05,5.770091645,-20.97702323,0.6
1.1,1.34,1.43136309156912-1.1619063298721008E-5i,1.431363092,1.16E-05,5.885507195,-18.12164174,0.6
1.12,1.34,1.4305849463377402-1.2152669088220404E-5i,1.430584946,1.22E-05,6.045874282,-15.6727248,0.6
1.14,1.34,1.4298050119038246-1.2780216821610035E-5i,1.429805012,1.28E-05,6.246530042,-13.5539522,0.6
1.16,1.34,1.429023102046449-1.3499329071253695E-5i,1.429023102,1.35E-05,6.484248607,-11.70665725,0.6
1.18,1.34,1.4282390549516588-1.4309309943596944E-5i,1.428239055,1.43E-05,6.75681683,-10.08496513,0.6
1.2,1.34,1.4274527295359931-1.521071574660079E-5i,1.42745273,1.52E-05,7.062750537,-8.652482666,0.6
1.22,1.34,1.4266640023178248-1.6205059956844307E-5i,1.426664002,1.62E-05,7.40110003,-7.379982067,0.6
1.24,1.34,1.4258727647333074-1.729460562274153E-5i,1.425872765,1.73E-05,7.771313702,-6.243741105,0.6
1.26,1.34,1.4250789208206305-1.848221587610103E-5i,1.425078921,1.85E-05,8.173140335,-5.224328507,0.6
1.28,1.34,1.424282385214607-1.9771243731174428E-5i,1.424282385,1.98E-05,8.606557661,-4.305698888,0.6
1.3,1.34,1.4234830814064399-2.1165448811867172E-5i,1.423483081,2.12E-05,9.071719061,-3.474507558,0.6
1.32,1.34,1.4226809402327556-2.266893271661055E-5i,1.42268094,2.27E-05,9.568912971,-2.719584566,0.6
1.34,1.34,1.4218758985648141-2.428608735014929E-5i,1.421875899,2.43E-05,10.09853132,-2.031526052,0.6
1.36,1.34,1.4210678981739624-2.6021552270267333E-5i,1.421067898,2.60E-05,10.66104445,-1.402373331,0.6
1.38,1.34,1.420256884753375-2.7880178248121582E-5i,1.420256885,2.79E-05,11.25698072,-0.825358468,0.6
1.4,1.34,1.4194428070792204-2.9866995026654443E-5i,1.419442807,2.99E-05,11.8869095,-0.294700843,0.6
0.6,1.35,1.4519321324942434-8.982898992693203E-7i,1.451932132,8.98E-07,0.834201043,4.884519438,0.6
0.62,1.35,1.4509104676677496-1.025450422706334E-6i,1.450910468,1.03E-06,0.921570239,5.620742751,0.6
0.64,1.35,1.4499300890935858-1.293771755437943E-6i,1.449930089,1.29E-06,1.126375393,8.319240624,0.6
0.66,1.35,1.4489847081457372-1.8672999413440955E-6i,1.448984708,1.87E-06,1.576433337,11.6801284,0.6
0.68,1.35,1.4480687703732542-2.284712582340526E-6i,1.44806877,2.28E-06,1.872096034,-19.5117454,0.6
0.7,1.35,1.4471771477942825-2.9415856667911955E-6i,1.447177148,2.94E-06,2.341471754,-3.652966698,0.6
0.72,1.35,1.446305642013868-4.038779980229258E-6i,1.446305642,4.04E-06,3.125526323,10.0490455,0.6
0.74,1.35,1.4454503038985131-6.088592948195418E-6i,1.445450304,6.09E-06,4.58448634,23.37696161,0.6
0.76,1.35,1.4446072018680038-1.0085089629837222E-5i,1.444607202,1.01E-05,7.393866969,36.20304102,0.6
0.78,1.35,1.4437719140581013-1.870461928440077E-5i,1.443771914,1.87E-05,13.36163896,47.63630764,0.6
0.8,1.35,1.4429396842157052-4.029778126160244E-5i,1.442939684,4.03E-05,28.06703981,59.37244547,0.6
0.82,1.35,1.4421167918240747-1.0317140111832643E-4i,1.442116792,0.000103171,70.10531396,70.41255145,0.6
0.84,1.35,1.4414233623106572-2.0976436919775893E-4i,1.441423362,0.000209764,139.1418895,68.87438112,0.6
0.86,1.35,1.4407340658143268-1.1773662568463762E-4i,1.440734066,0.000117737,76.28138963,-35.7452768,0.6
0.88,1.35,1.4399426989316892-6.122131694216156E-5i,1.439942699,6.12E-05,38.76372089,-328.3765218,0.6
0.9,1.35,1.4391493704662999-3.822475654866952E-5i,1.43914937,3.82E-05,23.66506388,-267.2683426,0.6
0.92,1.35,1.438362683649163-2.7386967661995768E-5i,1.438362684,2.74E-05,16.58676089,-185.1767924,0.6
0.94,1.35,1.4375812270777764-2.158656656626983E-5i,1.437581227,2.16E-05,12.79561547,-135.3207748,0.6
0.96,1.35,1.4368032918946168-1.820860494060941E-5i,1.436803292,1.82E-05,10.56844041,-104.0894818,0.6
0.98,1.35,1.4360275925937898-1.6144200920786122E-5i,1.436027593,1.61E-05,9.179012064,-83.1225588,0.6
1,1.35,1.4352531789475076-1.4863687371616487E-5i,1.435253179,1.49E-05,8.281938948,-68.17389385,0.6
1.02,1.35,1.4344793260479363-1.4089481559213856E-5i,1.434479326,1.41E-05,7.696624585,-57.00216989,0.6
1.04,1.35,1.4337054625309922-1.3665289010179001E-5i,1.433705463,1.37E-05,7.321346212,-48.34503872,0.6
1.06,1.35,1.4329311263223437-1.3498099854742593E-5i,1.432931126,1.35E-05,7.095324032,-41.44573666,0.6
1.08,1.35,1.4321559366223966-1.3530190086478016E-5i,1.432155937,1.35E-05,6.98048511,-35.82502799,0.6
1.1,1.35,1.431379575326956-1.3724628322982518E-5i,1.431379575,1.37E-05,6.952057723,-31.16482859,0.6
1.12,1.35,1.4306017740843557-1.4057323470813707E-5i,1.430601774,1.41E-05,6.99342752,-27.24541217,0.6
1.14,1.35,1.429822304859935-1.451244130095297E-5i,1.429822305,1.45E-05,7.093181738,-23.90977093,0.6
1.16,1.35,1.4290409727820779-1.5079649256387655E-5i,1.429040973,1.51E-05,7.243337367,-21.04245479,0.6
1.18,1.35,1.4282576105392477-1.575239886210394E-5i,1.428257611,1.58E-05,7.438239452,-18.55649153,0.6
1.2,1.35,1.4274720738761373-1.6526820289874357E-5i,1.427472074,1.65E-05,7.673853803,-16.38500585,0.6
1.22,1.35,1.426684237898962-1.7400990475602496E-5i,1.426684238,1.74E-05,7.947299885,-14.47567346,0.6
1.24,1.35,1.425893993997018-1.8374436023017995E-5i,1.425893994,1.84E-05,8.25653441,-12.78694368,0.6
